time,flow,salt,temp,TRC_tr1,TRC_age,NCS_ss1,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,PHS_frp_ads,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_docr,OGM_donr,OGM_dopr,OGM_cpom,PHY_grn
2023-01-18 12:00:00,0.0298,0.337955,22.749102,1,0,4.734366,2203.075857,0,9.506819,0,0.700955,0.021338,64.388956,14.54776,4.941476,2.308696,0.288659,0.040213,848.071118,25.708177,1.332653,11.058202,27.859536
2023-01-19 12:00:00,0.0118,0.321005,22.457288,1,0,4.513223,2142.967855,0,9.410593,0.063937,0.736038,0.021246,63.117352,14.761825,5.131797,2.382123,0.304459,0.03905,832.431777,25.038565,1.268591,11.800768,29.789864
2023-01-20 12:00:00,0.0166,0.31129,21.589229,1,0,4.380406,1851.985174,0,9.918473,0,0.738581,0.020319,63.425072,17.496698,5.196259,2.58713,0.259639,0.036812,839.177391,25.038347,1.213729,11.817596,29.919604
2023-01-21 12:00:00,0.0184,0.294318,21.321045,1,0,4.245983,2081.099579,0,11.122174,0.064739,0.794643,0.021087,62.307221,19.432849,5.465422,3.131196,0.302557,0.048084,820.317943,24.304357,1.161368,12.719443,26.697232
2023-01-22 12:00:00,0.0131,0.285835,21.984564,1,0,4.139202,2026.000839,0,11.898159,0.014859,0.823877,0.021611,61.265439,19.072507,5.566073,3.246031,0.305517,0.048374,814.365069,24.015918,1.131149,13.027615,26.183984
2023-01-23 12:00:00,0.0132,0.288921,22.019694,1,0,4.168399,1944.387834,0,14.363352,0.003572,0.824289,0.021779,60.038556,19.527291,5.511207,3.59399,0.281928,0.058567,819.290627,24.187889,1.138985,12.849139,22.683103
2023-01-24 12:00:00,0.016,0.285163,22.215004,1,0,4.143919,1984.134936,0,16.368022,0.008008,0.84938,0.022404,58.836294,21.7858,5.618895,4.222405,0.289083,0.088668,814.092225,24.007851,1.128268,13.183004,20.526471
2023-01-25 12:00:00,0.0225,0.284798,22.255119,1,0,4.145049,1839.122259,0,18.053327,0.005828,0.863129,0.022793,57.574512,22.141838,5.635002,4.462618,0.281336,0.097775,813.285715,23.984113,1.127333,13.245059,17.922338
2023-01-26 12:00:00,0.0259,0.278246,22.615294,1,0,4.161182,2117.752554,0,18.986632,0.013229,0.914118,0.024413,56.724142,23.489408,5.994232,5.018077,0.326013,0.130526,799.686653,23.590218,1.113607,14.226884,16.093935
2023-01-27 12:00:00,0.0138,0.275865,22.75537,1,0,4.207067,1936.525388,0,21.03625,0.001612,0.95339,0.025815,55.715916,24.621878,6.206742,5.329642,0.355249,0.154508,792.225781,23.40055,1.111214,14.880723,14.214607
2023-01-28 12:00:00,0.0077,0.21329,26.217633,1,0,3.30029,1979.40869,0,6.419053,0,0.930149,0.021155,55.628523,15.280387,6.078798,3.001652,0.265929,0.034391,763.651419,21.559035,0.830616,14.736514,48.77035
2023-01-29 12:00:00,0.0325,0.212025,25.42396,1,0,3.251003,1507.254065,0,7.215604,0.03362,0.90921,0.020054,54.859002,17.574444,6.014807,3.314174,0.24293,0.037243,768.359135,21.624642,0.812436,14.794085,46.154522
2023-01-30 12:00:00,0.0418,0.196468,24.660745,1,0,3.196779,1960.334679,0,8.52516,0,0.989011,0.021134,53.84914,20.037547,6.261503,3.778257,0.308084,0.046176,743.59589,20.787827,0.766171,15.283725,39.93796
2023-01-31 12:00:00,0.0487,0.185823,24.286732,1,0,3.115947,2094.23695,0,8.536568,0,1.025717,0.021203,52.954855,20.599987,6.341676,3.806551,0.327609,0.046573,728.901893,20.253283,0.727596,15.497861,41.097021
2023-02-01 12:00:00,0.0507,0.179028,24.474898,1,0,3.056008,2081.591185,0,8.606224,0,1.070525,0.021787,52.229638,19.966178,6.519748,3.744471,0.400936,0.049038,718.211218,19.88446,0.702073,15.781927,42.35498
2023-02-02 12:00:00,0.0561,0.173558,25.354222,1,0,2.964658,2080.822274,0,6.519348,0.055781,1.128645,0.022691,51.34798,14.92583,6.771001,3.080412,0.508166,0.040329,706.895513,19.522937,0.681371,16.0339,56.10924
2023-02-03 12:00:00,0.0556,0.168285,23.84023,1,0,2.933062,2131.083374,0,6.917835,0,1.218329,0.023522,50.932413,14.962202,7.098463,3.086686,0.650231,0.043692,695.202267,19.160016,0.662762,16.412941,57.908258
2023-02-04 12:00:00,0.0489,0.162772,22.752671,1,0,2.902874,2112.413626,0,7.445031,0.054994,1.314926,0.024588,50.525458,15.372731,7.426348,3.043823,0.805597,0.045625,681.160072,18.757025,0.643004,16.771157,59.845568
2023-02-05 12:00:00,0.0515,0.158935,22.630478,1,0,2.868773,1970.798784,0,8.161628,0,1.399934,0.025852,50.193225,15.887673,7.673268,3.096352,0.925106,0.047188,672.061125,18.505984,0.627903,17.043573,60.554584
2023-02-06 12:00:00,0.048,0.152182,21.855346,1,0,2.875844,2085.718256,0,10.089211,0,1.465536,0.026665,49.988672,19.80071,7.829799,3.752808,0.933074,0.055916,658.228699,18.169534,0.607411,17.363596,49.522224
2023-02-07 12:00:00,0.0486,0.147128,22.259752,1,0,2.810129,2024.256695,0,9.735909,0,1.468136,0.026319,49.442606,19.511323,7.798299,3.70431,0.875683,0.051018,649.306666,17.975594,0.587231,17.414484,49.724033
2023-02-08 12:00:00,0.0478,0.141613,24.191777,1,0,2.697523,1793.573716,0,7.182268,0,1.484039,0.026527,48.687948,14.308881,7.844589,2.97485,0.84539,0.035452,637.749162,17.754735,0.567434,17.435339,61.172744
2023-02-09 12:00:00,0.0495,0.135424,24.761344,1,0,2.656034,1043.71599,0,6.942913,0,1.524487,0.027117,48.314831,14.815831,7.962889,3.134963,0.836186,0.035104,625.452011,17.520033,0.547338,17.642193,61.745023
2023-02-10 12:00:00,0.0488,0.130132,23.897427,1,0,2.693612,1095.751798,0,8.994959,0.006399,1.54021,0.027313,48.29396,20.660678,7.998622,4.064474,0.795043,0.045508,618.797266,17.378087,0.527912,17.882101,48.895276
2023-02-11 12:00:00,0.0561,0.129248,24.095699,1,0,2.701526,1081.224641,0,10.505112,0.002428,1.539009,0.027507,47.642043,21.262449,7.910826,4.307821,0.736414,0.049494,619.721604,17.376275,0.521863,17.858458,45.713146
2023-02-12 12:00:00,0.0536,0.121399,25.27875,1,0,2.766203,1363.614075,0,5.980232,0,1.529651,0.028688,47.902092,16.038973,7.995941,3.40272,0.72307,0.036585,610.046563,17.101531,0.491326,17.983015,64.743329
2023-02-13 12:00:00,0.0552,0.118193,24.989103,1,0,2.871154,1292.178823,0,6.14177,0.047574,1.516282,0.02945,46.991542,15.774871,7.928249,3.472797,0.707088,0.039174,602.310465,16.869988,0.476602,17.875711,64.112037
2023-02-14 12:00:00,0.0486,0.113984,23.909197,1,0,3.017753,1251.357443,0,8.611277,0.066219,1.559396,0.031189,46.596349,20.291792,8.039014,4.302003,0.754465,0.053601,591.899099,16.603723,0.462633,18.006675,51.146297
2023-02-15 12:00:00,0.0556,0.109614,23.772784,1,0,3.106944,943.169034,0,8.732031,0.064656,1.628177,0.033361,46.27573,19.710524,8.228161,4.221093,0.834081,0.05561,580.037066,16.320533,0.44919,18.108722,52.310933
2023-02-16 12:00:00,0.051,0.105745,24.832004,1,0,3.130519,983.016088,0,6.815278,0.059759,1.716191,0.036035,45.7847,14.676421,8.433124,3.419971,0.923343,0.044784,567.923999,16.043489,0.438159,18.136647,65.557272
2023-02-17 12:00:00,0.0521,0.103314,24.341051,1,0,3.119371,1338.830606,0,7.132863,0.058306,1.741969,0.036261,45.063938,14.186894,8.369805,3.253851,0.934977,0.044781,563.603431,15.865938,0.427566,18.016859,63.277927
