time,flow,salt,temp,TRC_tr1,TRC_age,NCS_ss1,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,PHS_frp_ads,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_docr,OGM_donr,OGM_dopr,OGM_cpom,PHY_grn
2023-02-18 12:00:00,0.0518,0.100594,24.73364,1,0,3.125237,1436.740282,0,7.406877,0,1.827794,0.038409,44.667654,13.780269,8.477721,3.187391,1.004768,0.04625,556.841472,15.676124,0.419434,18.044697,64.722825
2023-02-19 12:00:00,0.0487,0.092722,24.681807,1,0,3.230766,1311.357821,0,7.431215,0.060745,1.822618,0.039533,43.652116,18.217286,8.24928,3.211152,1.017282,0.049111,532.200099,14.950857,0.388293,17.882718,62.382497
2023-02-20 12:00:00,0.0473,0.088212,24.469208,1,0,3.304701,1173.405312,0,7.98198,0.006039,1.788196,0.039779,42.943016,20.05752,7.992776,3.285596,0.995629,0.051927,520.746766,14.530521,0.366977,17.65388,58.595314
2023-02-21 12:00:00,0.0499,0.086804,24.083823,1,0,3.35042,1090.056216,0,10.365071,0,1.910709,0.042827,43.138827,21.108959,8.157982,3.828689,1.069814,0.064266,520.019172,14.502604,0.364568,17.785771,48.373335
2023-02-22 12:00:00,0.0708,0.084021,24.118085,1,0,3.430297,1164.844929,0,11.123716,0.086683,2.145384,0.048673,43.494124,18.483798,8.538356,3.818393,1.222921,0.065073,511.900096,14.37123,0.361933,18.043614,49.08037
2023-02-23 12:00:00,0.0673,0.083866,24.15146,1,0,3.44127,517.765063,0,13.195301,0.072982,2.225088,0.050668,42.73527,19.336576,8.513355,4.76409,1.191812,0.089694,511.119139,14.360962,0.362111,18.075458,42.216525
2023-02-24 12:00:00,0.0708,0.083263,26.177029,1,0,3.343997,395.485567,0,8.998644,0.08083,2.475622,0.057022,42.63612,10.887596,8.875695,3.215261,1.357674,0.049605,513.831535,14.456727,0.364885,18.061778,67.468166
2023-02-25 12:00:00,0.0708,0.084,24.564604,1,0,3.314582,873.798216,0,9.372605,0.07784,2.662143,0.059292,42.355316,10.342277,9.127488,3.237186,1.470631,0.051174,518.087401,14.575044,0.36896,18.097194,70.618167
2023-02-26 12:00:00,0.0708,0.083838,22.796474,1,0,3.341795,859.022577,0,10.229009,0.002284,2.853089,0.062001,42.374935,10.576123,9.404075,3.196497,1.59977,0.052543,519.228888,14.620892,0.370384,18.157718,72.829354
2023-02-27 12:00:00,0.0708,0.082793,21.444117,1,0,3.483799,912.881527,0,13.277905,0,3.009317,0.06672,42.585669,14.474426,9.627288,3.750186,1.722438,0.066497,519.20593,14.609082,0.368132,18.247379,62.479872
2023-02-28 12:00:00,0.0708,0.080656,21.201408,1,0,3.702668,898.464099,0,15.401948,0,3.302366,0.076461,43.194578,15.821037,10.065457,3.838292,1.932401,0.069989,513.04217,14.510802,0.365978,18.415225,60.846984
2023-03-01 12:00:00,0.0705,0.078463,21.687028,1,0,3.786081,1084.238937,0,11.152235,0,3.224091,0.077623,43.574214,12.95746,9.94275,3.04292,1.782717,0.054682,514.037554,14.542157,0.356053,18.169924,71.955844
2023-03-02 12:00:00,0.0708,0.076545,21.282249,1,0,3.89091,902.822608,0,10.223264,0.066123,3.127978,0.077417,44.046589,13.637139,9.807485,3.025139,1.638034,0.056593,517.07275,14.617284,0.347378,18.041212,71.228255
2023-03-03 12:00:00,0.0704,0.073577,20.42293,1,0,4.240843,996.40217,0,11.651822,0.071364,3.14028,0.082672,44.644659,17.348577,9.855407,3.574034,1.583829,0.067882,511.920114,14.529845,0.337636,18.049938,59.838446
2023-03-04 12:00:00,0.0708,0.070968,20.300638,1,0,4.44605,932.869916,0,9.964925,0,3.089218,0.084837,44.983083,13.763522,9.796572,2.794492,1.501459,0.051385,508.990066,14.475037,0.327474,17.83468,62.115219
2023-03-05 12:00:00,0.0708,0.068837,19.880101,1,0,4.716652,887.669643,0,11.628807,0,3.022187,0.087502,45.320498,17.763876,9.721073,3.397075,1.417151,0.066033,507.94042,14.463367,0.319088,17.800003,51.578315
2023-03-06 12:00:00,0.0708,0.066744,21.611476,1,0,4.876212,935.661514,0,9.162874,0,2.958097,0.091737,45.324094,13.377215,9.625759,2.689994,1.337624,0.049857,505.42341,14.42252,0.31058,17.57302,61.378449
2023-03-07 12:00:00,0.0708,0.065182,21.283927,1,0,5.020536,937.738382,0,9.032657,0.056602,2.847644,0.091269,45.150215,13.536544,9.447598,2.722169,1.240563,0.04989,504.882689,14.40221,0.302501,17.422619,59.955934
2023-03-08 12:00:00,0.0573,0.063127,20.362727,1,0,5.362601,915.443431,0,10.798789,0.004272,2.799345,0.094078,45.32197,17.705297,9.398935,3.393243,1.185557,0.065642,501.873633,14.359536,0.294911,17.414188,49.306068
2023-03-09 12:00:00,0.0581,0.061247,20.338022,1,0,5.614636,875.679548,0,9.697122,0,2.787796,0.097375,45.417328,14.330033,9.42817,2.859174,1.157681,0.054623,496.947507,14.307474,0.288565,17.271838,54.485291
2023-03-10 12:00:00,0.0708,0.06007,19.182578,1,0,5.70208,2077.868331,0,9.808799,0.005103,2.68301,0.094017,45.070308,13.1845,9.262103,2.604452,1.088773,0.049473,495.57116,14.266907,0.281837,17.113326,51.820533
2023-03-11 12:00:00,0.0708,0.057847,18.804097,1,0,6.270384,1544.344343,0,11.90153,0.065822,2.732551,0.102548,45.404096,17.073497,9.395824,3.260767,1.108013,0.066002,488.352014,14.187956,0.276763,17.172341,43.002128
2023-03-12 12:00:00,0.0708,0.057717,18.82559,1,0,6.309548,1331.755731,0,14.280739,0.074871,2.779853,0.104574,44.846031,17.997688,9.326813,3.88703,1.082114,0.082026,487.606785,14.184394,0.276766,17.179805,38.310277
2023-03-13 12:00:00,0.0708,0.057553,18.832504,1,0,6.359458,1247.828203,0,16.900832,0.080574,2.830249,0.107195,44.305439,18.789152,9.269697,4.357754,1.05815,0.095889,486.715629,14.178221,0.276756,17.189072,33.973009
2023-03-14 12:00:00,0.0703,0.057528,18.889341,1,0,6.364406,1058.180281,0,19.735639,0,2.862982,0.108641,43.935631,21.130469,9.267189,5.057368,1.033626,0.12758,486.196434,14.195218,0.276899,17.194173,29.79025
2023-03-15 12:00:00,0.0708,0.057489,18.930181,1,0,6.375794,1111.715318,0,21.841094,0.066416,2.893468,0.110084,43.455591,19.788504,9.223915,4.672359,1.006784,0.115627,485.787384,14.205362,0.276888,17.194055,26.597028
2023-03-16 12:00:00,0.0708,0.052834,20.491083,1,0,7.067518,1277.326248,0,15.484033,0.006944,2.673581,0.116244,44.029203,14.88845,9.2676,3.06571,0.974188,0.058428,472.626631,14.101372,0.258507,16.836044,33.581139
2023-03-17 12:00:00,0.0708,0.051796,20.952858,1,0,7.074855,1290.98529,0,15.347716,0,2.5962,0.115054,43.161329,16.497869,9.024053,3.84875,0.913577,0.084013,471.236913,14.068643,0.252611,16.703962,32.041334
2023-03-18 12:00:00,0.0708,0.04914,22.634381,1,0,7.309043,2285.893927,0,11.112468,0,2.554836,0.119956,43.517919,11.171926,9.187021,2.314592,0.937948,0.037941,463.419537,14.095769,0.241526,16.451151,36.982391
2023-03-19 12:00:00,0.0708,0.048255,22.477501,1,0,7.271185,1289.900649,0,11.29232,0,2.527265,0.118479,43.15012,11.202503,9.140373,2.240615,0.947286,0.037009,462.182298,14.12705,0.235828,16.355644,36.171096
2023-03-20 12:00:00,0.0597,0.047189,22.30362,1,0,7.323646,1325.463371,0,11.687279,0.080521,2.51793,0.118689,42.96542,11.649006,9.158033,2.217902,0.987033,0.037317,459.790872,14.132074,0.229892,16.277773,34.715224
2023-03-21 12:00:00,0.0507,0.046359,21.895824,1,0,7.330723,1352.318849,0,12.170435,0.003118,2.525233,0.118326,42.854152,11.610812,9.217151,2.175144,1.045858,0.037672,457.890201,14.135788,0.225028,16.202779,33.46706
2023-03-22 12:00:00,0.0708,0.045877,21.875109,1,0,7.102145,2014.605417,0,12.70698,0.007562,2.495883,0.114725,42.501279,11.792305,9.143483,2.177263,1.077327,0.037883,459.201419,14.135685,0.220151,16.128531,32.353831
2023-03-23 12:00:00,0.024,0.044746,21.205311,1,0,7.433274,2246.92035,0,14.527317,0,2.584123,0.120951,42.872364,14.518316,9.378913,2.601181,1.188405,0.048314,455.573733,14.137702,0.216896,16.15512,26.084616
2023-03-24 12:00:00,0.0345,0.044533,21.212831,1,0,7.600913,2006.321137,0,16.647118,0.098921,2.691504,0.127739,42.71668,17.801292,9.531635,3.843904,1.250034,0.099206,453.17317,14.162549,0.217723,16.178914,21.751157
2023-03-25 12:00:00,0.0228,0.044496,21.219726,1,0,7.626385,2092.342515,0,18.643924,0.099237,2.746844,0.130804,42.192997,24.907743,9.462375,6.221057,1.218518,0.204749,452.757877,14.164399,0.217809,16.181605,18.578856
2023-03-26 12:00:00,0.0627,0.044712,21.253144,1,0,7.561754,2091.826738,0,21.557226,0.08816,2.889224,0.1365,43.370134,36.681874,10.185067,9.90737,1.399793,0.381819,451.741579,14.232066,0.219744,16.236671,13.521806
2023-03-27 12:00:00,0.0197,0.045154,21.306437,1,0,7.276712,2218.959237,0,24.266791,0,3.075764,0.141774,44.777898,36.934462,11.14965,9.988292,1.729321,0.394841,451.732464,14.326825,0.221791,16.29886,10.828362
2023-03-28 12:00:00,0.0358,0.039909,21.35375,1,0,6.685359,1801.836469,0,14.224257,0,2.456681,0.108762,39.9971,15.743665,8.272353,1.994982,1.138017,0.027304,449.735139,13.563146,0.183817,15.689794,22.918718
2023-03-29 12:00:00,0.0305,0.037965,20.684656,1,0,7.545001,2028.570379,0,16.21998,0.005142,2.669434,0.126985,41.338161,19.470912,8.848932,2.347335,1.41423,0.038097,439.930617,13.451453,0.178413,15.692872,18.091036
2023-03-30 12:00:00,0.0405,0.037105,20.091696,1,0,7.339463,2495.639507,0,15.505458,0,2.655279,0.121774,41.121207,13.977967,8.586071,1.678448,1.370499,0.026872,439.98205,13.323284,0.172608,15.543481,19.671082
2023-03-31 12:00:00,0.0444,0.036217,19.751874,1,0,7.378574,2000.27854,0,16.164996,0.004729,2.716172,0.123813,41.360784,13.325997,8.60635,1.592764,1.437362,0.026898,438.568387,13.216722,0.168026,15.476612,18.636776
2023-04-01 12:00:00,0.0708,0.035412,19.287537,1,0,7.316538,2225.27746,0,16.760951,0,2.760979,0.123628,41.459269,12.715969,8.545326,1.500032,1.469296,0.026079,438.217946,13.10854,0.163695,15.407396,17.185074
2023-04-02 12:00:00,0.0708,0.0325,18.799598,1,0,7.612097,2270.101962,0,16.552621,0,2.682809,0.122873,42.104882,22.180718,8.291514,1.986931,1.450556,0.033116,429.956932,12.684543,0.148117,15.497855,14.783052
2023-04-03 12:00:00,0.0702,0.032388,18.847151,1,0,7.601466,2268.196823,0,18.041295,0.054064,2.735407,0.124941,42.589466,23.698305,8.303192,2.552341,1.42106,0.051569,433.164353,12.77828,0.148707,15.594261,12.780584
2023-04-04 12:00:00,0.0708,0.032276,18.889131,1,0,7.629044,2254.468409,0,19.973635,0.111518,2.767468,0.126764,43.439272,56.400895,8.301271,5.571511,1.377201,0.113407,432.794679,12.805735,0.148474,15.609937,10.89235
2023-04-05 12:00:00,0.0708,0.030945,19.369142,1,0,7.828077,2295.000864,0,19.607702,0,2.692945,0.127362,48.743363,67.192733,9.106015,6.697955,1.346717,0.139799,428.137906,13.171013,0.146111,15.707743,8.832689
2023-04-06 12:00:00,0.0706,0.030355,19.485419,1,0,7.833015,2280.611188,0,20.740734,0,2.687105,0.127668,52.136489,82.824146,9.292209,8.97616,1.284502,0.200448,431.584771,13.281186,0.144566,15.86882,7.510388
2023-04-07 12:00:00,0.0708,0.017042,22.151372,1,0,7.189591,2279.840105,0,10.346743,0.003078,1.616359,0.073975,60.673492,49.628117,6.980376,4.127729,0.502891,0.079397,495.72568,13.137461,0.081943,17.939949,9.376946
2023-04-08 12:00:00,0.0706,0.016084,21.603838,1,0,6.997421,2266.301101,0,11.015271,0.002669,1.519138,0.06646,61.694994,52.442958,6.763607,4.116736,0.434101,0.075563,504.285569,13.087152,0.07634,18.334923,7.942842
2023-04-09 12:00:00,0.0618,0.015851,19.794201,1,0,6.75709,2254.392458,0,11.066937,0.066621,1.478838,0.060269,61.009076,33.629825,6.67102,2.652399,0.417818,0.047595,502.639766,13.058256,0.073831,18.205903,8.055048
2023-04-10 12:00:00,0.0305,0.015662,18.245801,1,0,6.473308,2216.232102,0,12.022094,0.059714,1.465767,0.055094,61.176156,30.803119,6.620596,2.434894,0.410977,0.043785,510.269937,13.160921,0.073171,18.394546,7.208004
2023-04-11 12:00:00,0.0297,0.015423,17.986262,1,0,6.467098,2519.594343,0,13.291375,0.006268,1.433597,0.053532,60.558757,37.128323,6.601501,2.946117,0.420852,0.051466,507.801944,13.16801,0.071205,18.420821,6.370887
2023-04-12 12:00:00,0.0476,0.015169,18.17933,1,0,5.924155,2303.608489,0,13.104593,0,1.421724,0.0484,61.588022,30.596289,6.565768,2.419958,0.395949,0.042514,525.417737,13.47691,0.071514,18.744849,6.548368
2023-04-13 12:00:00,0.0708,0.014708,18.009387,1,0,6.280735,2359.257334,0,13.530919,0,1.300131,0.047213,58.653738,42.709271,6.320799,3.168565,0.361201,0.048716,497.54925,13.040159,0.064002,18.301187,5.805482
2023-04-14 12:00:00,0.0706,0.014647,18.060608,1,0,6.389902,2267.616404,0,15.366387,0.002899,1.288277,0.047998,57.9934,43.030301,6.260726,3.46156,0.352477,0.056707,490.231538,12.962214,0.062706,18.132857,5.197302
2023-04-15 12:00:00,0.0557,0.014084,18.222223,1,0,5.913055,2287.273741,0,12.661604,0.069406,1.203777,0.041626,58.692883,34.596334,6.300824,2.724916,0.324059,0.043441,501.097938,13.370236,0.059831,18.296753,5.840667
2023-04-16 12:00:00,0.0508,0.013811,17.31974,1,0,5.623328,2296.873013,0,12.618116,0.060554,1.174853,0.037831,59.873239,38.967312,6.42617,3.1424,0.314934,0.051415,511.561469,13.747249,0.059653,18.571555,5.701641
2023-04-17 12:00:00,0.0305,0.013793,17.345365,1,0,5.722167,2368.171118,0,14.701219,0.004764,1.173525,0.038693,59.381574,44.405124,6.368063,3.617766,0.307827,0.059413,507.121801,13.689651,0.058941,18.467424,5.132345
2023-04-18 12:00:00,0.0115,0.013765,17.361555,1,0,5.576875,2526.286366,0,17.127116,0,1.183883,0.037922,60.001925,53.859352,6.370802,4.527141,0.29845,0.076497,512.538143,13.800344,0.059561,18.612064,4.686946
2023-04-19 12:00:00,0.0282,0.013703,17.251153,1,0,4.677964,1755.706819,0,17.936521,0.023696,1.225624,0.032434,62.733344,53.163681,6.45354,4.388702,0.280937,0.075987,547.456717,14.426854,0.064039,19.469744,4.67213
2023-04-20 12:00:00,0.0303,0.013033,17.009413,1,0,4.636588,2302.891263,0,13.47936,0.055014,1.083109,0.028303,63.254594,51.149661,6.710862,4.183056,0.278745,0.072584,542.30021,14.849179,0.059723,19.725825,4.781769
2023-04-21 12:00:00,0.0014,0.012952,16.126196,1,0,4.462032,2317.396446,0,13.995423,0,1.074228,0.026626,63.619055,47.485741,6.737707,3.865444,0.272309,0.067777,548.261986,15.062357,0.059948,19.914718,4.709592
2023-04-22 12:00:00,0.0648,0.013189,15.217157,1,0,2.681237,622.963992,0,15.555252,0,1.194748,0.017339,66.283235,39.761698,6.639608,3.283237,0.245217,0.059103,609.813713,15.920883,0.069817,21.02874,5.028067
2023-04-23 12:00:00,0.0398,0.012782,15.279152,1,0,4.332578,2156.436948,0,14.854829,0,1.033264,0.024666,63.073272,42.60507,6.753919,3.409119,0.270531,0.059376,544.860152,15.209601,0.059059,20.016913,4.306269
2023-04-24 12:00:00,0,0.012744,15.146824,1,0,4.038306,2240.48474,0,15.458013,0,1.029636,0.0228,62.932434,39.75114,6.696014,3.133489,0.260313,0.054457,550.816936,15.342604,0.059611,20.200018,4.198263
2023-04-25 12:00:00,0.0265,0.013035,14.49226,1,0,2.006895,238.457286,0,16.426008,0.067074,1.149279,0.012606,64.471622,24.316732,6.464943,2.047099,0.224403,0.036104,613.650161,16.129561,0.069867,20.795312,4.708339
2023-04-26 12:00:00,0.0305,0.012643,14.612848,1,0,3.808333,2491.647746,0,15.401343,0,0.989204,0.020517,61.839927,28.949313,6.693828,2.268558,0.269988,0.039028,543.664202,15.390066,0.059385,20.134693,3.843958
2023-04-27 12:00:00,0.0305,0.012573,13.857817,1,0,3.585235,2508.841247,0,15.528414,0.005738,0.959988,0.018474,61.337318,31.791348,6.628204,2.408549,0.259386,0.040733,541.739133,15.384643,0.058718,20.304425,3.445714
2023-04-28 12:00:00,0.0304,0.012458,14.292623,1,0,3.462303,2425.867031,0,15.120562,0.062941,0.921732,0.017374,61.582957,42.654632,6.694279,3.156696,0.261171,0.053983,539.746461,15.481129,0.058447,20.835648,3.10091
2023-04-29 12:00:00,0.0305,0.012339,14.174212,1,0,2.805094,2248.437756,0,13.044437,0.052947,0.855347,0.012928,62.226441,65.188345,6.747581,4.834781,0.249494,0.081781,543.580284,15.619992,0.058929,21.523289,2.736693
2023-04-30 12:00:00,0.0088,0.012274,13.84145,1,0,2.680133,2330.327887,0,13.386837,0.043677,0.847367,0.012171,64.350185,86.286571,6.976741,6.327019,0.256246,0.111155,554.408857,16.036973,0.061031,22.494751,2.473034
2023-05-01 12:00:00,0.0194,0.012274,13.764227,1,0,2.341714,1749.197944,0,14.133935,0.03217,0.863495,0.010775,65.723153,76.374829,7.065636,5.862037,0.25043,0.104101,572.657705,16.431008,0.063529,22.412984,2.588583
2023-05-02 12:00:00,0.0194,0.012223,13.89202,1,0,2.54124,2313.611954,0,16.320252,0.062512,0.840796,0.011482,66.475764,79.03909,7.105673,5.878372,0.252663,0.105587,562.157699,16.268549,0.061822,22.887774,2.368927
2023-05-03 12:00:00,0.0093,0.012221,13.939179,1,0,2.603362,2123.553873,0,17.189129,0,0.8546,0.011968,67.483224,72.321402,7.193651,5.596626,0.257107,0.102819,568.753138,16.455016,0.062949,22.840332,2.351122
2023-05-04 12:00:00,0.0318,0.012216,14.020684,1,0,2.699355,1706.829623,0,19.821871,0,0.862664,0.01256,68.341241,66.896113,7.254701,5.218245,0.26042,0.096666,570.334805,16.520884,0.063268,22.907979,2.222421
2023-05-05 12:00:00,0.0233,0.012194,14.142337,1,0,2.868227,2307.206377,0,22.312227,0,0.858697,0.013354,69.415267,66.341639,7.307168,5.152139,0.263456,0.096018,565.870311,16.449034,0.062379,23.296902,1.999512
2023-05-06 12:00:00,0,0.012189,14.489305,1,0,2.976055,2481.541621,0,21.985468,0,0.879896,0.014295,70.42194,60.397821,7.441011,4.931776,0.277131,0.092853,577.36626,16.751503,0.063938,23.280685,2.148036
2023-05-07 12:00:00,0.0207,0.012283,13.757837,1,0,2.168452,261.673675,0,16.796965,0,0.884511,0.010331,62.497128,24.688457,6.768406,2.217522,0.220429,0.039404,582.032331,16.798733,0.066879,20.430038,3.488201
2023-05-08 12:00:00,0.02,0.012167,14.138865,1,0,2.561583,2426.168255,0,15.689009,0.007732,0.894177,0.012442,68.530065,26.312081,6.784732,1.795888,0.251039,0.037535,605.67523,16.22924,0.063103,22.555409,3.364773
2023-05-09 12:00:00,0,0.012167,13.088784,1,0,2.627006,2139.542056,0,16.343574,0,0.881963,0.012324,67.834949,29.548656,6.71589,2.16169,0.243497,0.042786,607.903513,16.273278,0.063669,22.264398,3.441635
2023-05-10 12:00:00,0.0172,0.012237,14.179495,1,0,2.451547,266.688238,0,17.384194,0.071155,0.85803,0.011426,59.844747,24.653802,6.534965,2.211075,0.211808,0.037852,564.297914,16.439854,0.065034,19.937385,4.056816
2023-05-11 12:00:00,0.0175,0.012148,14.020029,1,0,3.905105,1838.457981,0,16.49425,0.802568,0.883596,0.018736,71.349177,32.960228,7.054069,2.689648,0.257714,0.046982,642.383939,17.076208,0.065089,22.80393,4.044684
2023-05-12 12:00:00,0.0305,0.012126,13.866411,1,0,5.668535,2401.973045,0,16.667449,1.600014,0.890272,0.027239,72.689338,36.146935,7.298041,3.10345,0.258389,0.049858,653.915144,17.62792,0.065137,23.282346,4.26554
2023-05-13 12:00:00,0.0167,0.012122,13.845838,1,0,5.976578,2512.908067,0,18.438683,0,0.896025,0.028896,72.520404,36.072642,7.287276,3.142889,0.254264,0.050756,656.00172,17.723916,0.065145,23.368407,4.02425
2023-05-14 12:00:00,0.0577,0.012122,13.849246,1,0,6.004864,2331.888602,0,20.686865,0,0.901463,0.029211,72.018999,35.929321,7.225584,3.172512,0.249185,0.052232,656.154668,17.731691,0.065142,23.375038,3.723936
2023-05-15 12:00:00,0.0418,0.012122,13.86357,1,0,6.025512,2324.792372,0,23.565933,0,0.906896,0.029496,71.610381,43.474565,7.18221,3.862408,0.24661,0.065238,655.517042,17.728566,0.065149,23.352407,3.411078
2023-05-16 12:00:00,0.0147,0.012122,13.957542,1,0,6.112909,2257.26769,0,24.806683,0,0.913127,0.030186,71.556777,52.618868,7.257524,4.614528,0.26645,0.079618,648.710581,17.682576,0.065259,23.146059,3.036894
2023-05-17 12:00:00,0.0256,0.012122,13.981985,1,0,6.141752,2303.799638,0,26.817799,0.020664,0.919136,0.030543,71.511907,56.75388,7.249005,4.848678,0.265801,0.084847,647.312325,17.671822,0.065274,23.083087,2.754185
2023-05-18 12:00:00,0,0.012122,14.016376,1,0,6.182549,2419.847615,0,28.623867,0.041697,0.925647,0.030984,71.657651,60.697509,7.270159,5.150449,0.269425,0.091511,644.712694,17.653368,0.065311,22.996394,2.50175
2023-05-19 12:00:00,0.016,0.012122,14.014895,1,0,6.126191,458.552546,0,29.992933,0.025313,0.930359,0.030857,71.348718,49.38927,7.191176,4.338231,0.255516,0.07849,647.015477,17.66687,0.065265,23.071904,2.371826
